org_id,name
o6507,Maestría en Explotación de Datos y Descubrimiento del Conocimiento
o6508,Magdalene College
o6509,Magee-Womens Research Institute
o6510,Maggioli
o6511,Magic Data
o6512,"Magic Data Technology Co., Ltd."
o6513,Magna Graecia University of Catanzaro
o6514,Maharaja Agrasen Institute of Technology
o6515,Maharaja Surajmal Institute of Technology
o6516,Maharashtra Institute of Technology
o6517,Maharishi International University
o6518,Maharishi University of Management
o6519,Mahidol University
o6520,Mahindra University
o6521,Maidstone and Tunbridge Wells NHS Trust
o6522,Mailchimp
o6523,Mainiway
o6524,Mainlp
o6525,Mainz University of Applied Sciences
o6526,MakerMaker AI
o6527,Makerere University
o6528,Malakoff Humanis
o6529,Malanshan Audiovideo Laboratory
o6530,Malaviya National Institute of Technology
o6531,Malawi University of Business and Applied Science
o6532,Malawi University of Business and Applied Sciences
o6533,Malek Ashtar University of Technology
o6534,Mallya Aditi International School
o6535,Malmö University
o6536,Malong Technologies
o6537,Maluk Timor
o6538,Maluuba
o6539,Manav Rachna International University
o6540,Manchester Metropolitan University
o6541,Manchester University NHS Foundation Trust
o6542,Mangalore University
o6543,Manhattan College
o6544,Manifold Research
o6545,Manipal Academy of Higher Education
o6546,Manipal Institute of Technology
o6547,Manipal University
o6548,Mannheim University
o6549,Mansoura University
o6550,Mantium AI
o6551,Mantra Inc.
o6552,Manulife
o6553,Maqsam
o6554,Maranatha Christian University
o6555,Marburg University
o6556,Marc Bloch Centre
o6557,Marche Polytechnic University
o6558,Marchex Inc
o6559,Marchex Inc.
o6560,Marianas Labs
o6561,Marinus Analytics LLC
o6562,Marist College
o6563,Maritaca AI
o6564,Market Designers Inc.
o6565,Marmara University
o6566,Marquette High School
o6567,Marquette University
o6568,Marshall University
o6569,Martin Luther King Jr. Academic Magnet High School
o6570,Martin Luther University Halle-Wittenberg
o6571,Martin Luther University of Halle-Wittenberg
o6572,Martinos Center
o6573,Marwadi Education Foundation
o6574,"Mary Ann Liebert, Inc."
o6575,Mary Immaculate College
o6576,Marymount University
o6577,MasaKhaNLP
o6578,Masakhane
o6579,Masakhane NLP
o6580,Masaryk Memorial Cancer Institute
o6581,Masaryk University
o6582,Masdar Institute of Science and Technology
o6583,Maseno University
o6584,Mashang Consumer Finance
o6585,Massachusetts College of Art and Design
o6586,Massachusetts Eye and Ear
o6587,Massachusetts General Hospital
o6588,Massachusetts Institute of Technology
o6589,Massachusetts Institute of Technology (MIT)
o6590,Massachusetts Mutual Life Insurance Company
o6591,Massey University
o6592,MasterControl
o6593,Mastercard
o6594,Matbrain Inc.
o6595,Mate BioServices Inc.
o6596,Mater Research Institute
o6597,Materials Innovation Institute
o6598,Math Kangaroo USA
o6599,MathGPTPro
o6600,MathScale
o6601,MathWorks Inc.
o6602,Mathematica Policy Research
o6603,Mathematics and Statistics Research Group
o6604,Mathpresso
o6605,Matrix
o6606,Matyz Institute
o6607,Maulana Abul Kalam Azad University of Technology
o6608,Maulana Azad College of Arts and Technology
o6609,Maulana Azad National Institute of Technology
o6610,Maum AI Inc.
o6611,Mavenoid
o6612,Maverick Trailblazers Inc.
o6613,Mawdoo3 Ltd
o6614,Mawhiba
o6615,Max Delbrück Center for Molecular Medicine
o6616,Max Planck Institute
o6617,Max Planck Institute (MPI)
o6618,Max Planck Institute for Biogeochemistry
o6619,Max Planck Institute for Biological Cybernetics
o6620,Max Planck Institute for Demographic Research
o6621,Max Planck Institute for Empirical Aesthetics
o6622,Max Planck Institute for Evolutionary Anthropology
o6623,Max Planck Institute for Human Cognitive and Brain Sciences
o6624,Max Planck Institute for Human Development
o6625,Max Planck Institute for Innovation and Competition
o6626,Max Planck Institute for Mathematics in the Sciences
o6627,Max Planck Institute for Metabolism Research
o6628,Max Planck Institute for Psycholinguistics
o6629,Max Planck Institute for Social Anthropology
o6630,Max Planck Institute for Software Systems
o6631,Max Planck Institute for Solar System Research
o6632,Max Planck Institute for the Science of Human History
o6633,Max Planck Institute of Geoanthropology
o6634,Max Planck Society
o6635,Maxdalmas
o6636,Maxeler Technologies
o6637,Maxime Tools
o6638,Maxora AI
o6639,Maynooth University
o6640,Mayo Clinic
o6641,Mazandaran University of Medical Sciences
o6642,Mazer S.r.l.
o6643,Mazzuma Research
o6644,McCance Center for Brain Health
o6645,McGill Centre for Medical AI
o6646,McGill Centre for Medical Learning
o6647,McGill Centre for Medical Machine Learning
o6648,McGill Centre for Quantum Science and Technology
o6649,McGill University
o6650,McGovern Institute for Brain Research
o6651,McKinsey & Company
o6652,McLean Hospital
o6653,McMaster University
o6654,Meaning Alignment Institute
o6655,Meaning Team Inc
o6656,MedAI Limited
o6657,MedStar Georgetown University Hospital
o6658,MedStar Health
o6659,MedTechLabs
o6660,MedWrite
o6661,MedXAI
o6662,MedXpertQA
o6663,Medbravo
o6664,Medeniyet University
o6665,Medgate AG
o6666,Media Bias Research
o6667,Media Cloud
o6668,Media Engineering and Technology Faculty
o6669,MediaGamma Limited
o6670,MediaGamma Ltd
o6671,MediaLab
o6672,MediaTek
o6673,MediaTek Inc.
o6674,MediaVoice SRL
o6675,Mediazen
o6676,Medical AI Analytics Information GmbH
o6677,Medical AI Inc.
o6678,Medical Center for Information and Communication Technology
o6679,Medical College Hospital
o6680,Medical College of Wisconsin
o6681,Medical Faculty Mannheim
o6682,Medical Scientific Abstracts
o6683,Medical University of Graz
o6684,Medical University of Innsbruck
o6685,Medical University of Vienna
o6686,Medicana Health Group
o6687,Medicaps University
o6688,Medicine
o6689,Medipol University
o6690,Medisyn Inc.
o6691,Mediterranean Institute of Technology
o6692,Medius Health
o6693,Meedan
o6694,Meenakshi Institute of Technology
o6695,Meertens Institute
o6696,Meesho
o6697,Meetic
o6698,Meetkai Inc.
o6699,Megagon Labs
o6700,Megatech
o6701,Megatronix
o6702,Megatronix Beijing Technology Co. Ltd.
o6703,Megvii
o6704,Meiji University
o6705,Meijo University
o6706,Meitu
o6707,Meituan
o6708,Meituan Group
o6709,Meituan Inc
o6710,Melax Technologies Inc
o6711,MemTensor
o6712,MemTensor Tech
o6713,Memorial Healthcare System
o6714,Memorial Sloan Kettering Cancer Center
o6715,Memorial University of Newfoundland
o6716,Memorial University of Newfoundland and Labrador
o6717,MemoryLLM
o6718,Memsource
o6719,Mendel AI
o6720,Mendel Health Inc.
o6721,Mendel University in Brno
o6722,Menlo Research
o6723,Menoufia University
o6724,Mental Health America
o6725,Menzies School of Health Research
o6726,Mercado Libre Inc.
o6727,Mercado Livre
o6728,Mercator Technologies
o6729,Mercedes-Benz
o6730,Mercedes-Benz Group AG
o6731,Mercedes-Benz Research and Development North America
o6732,Mercer Island School District
o6733,Mercer University
o6734,Merck
o6735,Merck & Co. Inc.
o6736,Merck KGaA
o6737,Mercurial AI Inc.
o6738,Meridian Research
o6739,Merlyn
o6740,Mersin University
o6741,Meta
o6742,Meta AI
o6743,Meta AI Research
o6744,Meta Advice
o6745,Meta Inc.
o6746,Meta Platforms Inc.
o6747,Meta Reality Labs
o6748,MetaAdvice Ltd
o6749,MetaAdvice Ltd.
o6750,MetaAgentX
o6751,MetaMind
o6752,MetaNovas Biotech Inc.
o6753,MetaX
o6754,Metadata Information Management and Classifications Unit (MIMCU)
o6755,Metametrics Inc.
o6756,Metastone Technology
o6757,Metaverse Application Engineering Center
o6758,Meteorological Agency
o6759,Metis Pharmaceuticals
o6760,Metonymize
o6761,Metro North Mental Health
o6762,Metropolia University of Applied Sciences
o6763,Metropolitan College
o6764,Metropolitan Government
o6765,Metropolitan State University of Denver
o6766,Mettler Toledo
o6767,Miami University
o6768,Miao Health
o6769,Michigan State University
o6770,Michigan Technological University
o6771,Microsoft
o6772,Microsoft Corporation
o6773,Microsoft Inc.
o6774,Microsoft Research
o6775,Mics
o6776,Mid Atlantic Permanente Medical Group
o6777,Midam Charitable Trust
o6778,Middle East Technical University
o6779,Middlebury College
o6780,Middlebury Institute of International Studies
o6781,Midea
o6782,Midjourney
o6783,Migros Bank AG
o6784,Migu Meland Co. Ltd
o6785,Migu Video
o6786,Mila
o6787,Mila - Quebec Artificial Intelligence Institute
o6788,Milan Polytechnic University
o6789,Miles Team
o6790,Milestone Systems
o6791,Military Institute of Engineering
o6792,Military Institute of Science and Technology
o6793,Military University of Technology
o6794,Millburn High School
o6795,Millennium IT ESP Pvt Ltd
o6796,Millennium Institute for Foundational Research on Data
o6797,Millennium Institute for Intelligent Healthcare Engineering
o6798,Millennium Institute of Data Foundation
o6799,Millennium Nucleus
o6800,Million Sparks Foundation
o6801,MillionRoads
o6802,Milwaukee School of Engineering
o6803,MindGarage
o6804,MindRank Ltd.
o6805,Mindee
o6806,Mindgard Institute
o6807,Mindify AI
o6808,Mindverse
o6809,Mineral AI
o6810,Minerva Research Initiative
o6811,Minerva University
o6812,Mines Paris - PSL
o6813,Mines ParisTech
o6814,Mines Saint-Étienne
o6815,Minia University
o6816,Minimax
o6817,Miniml
o6818,Mining Tal Education Group
o6819,MiningLamp Technology
o6820,Ministry of Culture and Tourism
o6821,Ministry of Defence
o6822,Ministry of Economy and Finance
o6823,"Ministry of Economy and Finance, Korea"
o6824,Ministry of Education
o6825,Ministry of Education (China)
o6826,Ministry of Education (MOE)
o6827,Ministry of Education of China
o6828,Ministry of Education of the People's Republic of China
o6829,"Ministry of Education, China"
o6830,"Ministry of Education, Culture and Science (OCW)"
o6831,"Ministry of Education, University and Research (Italy)"
o6832,Ministry of Health Sierra Leone
o6833,"Ministry of Health and Welfare, Republic of Korea"
o6834,Ministry of Higher Education and Scientific Research
o6835,Ministry of Industry and Information Technology
o6836,Ministry of Justice
o6837,Ministry of Labour and Social Affairs
o6838,Ministry of Municipal Affairs
o6839,Ministry of National Defence
o6840,Ministry of Public Security
o6841,Ministry of Science and ICT
o6842,"Ministry of Science and ICT, Korea"
o6843,Ministry of Science and Innovation
o6844,Minitab
o6845,Minjiang University
o6846,Minzu University of China
o6847,Miracle Center
o6848,MiraclePlus
o6849,Miracosta College
o6850,Mirae AI Systems Pvt. Ltd.
o6851,Mirelo AI
o6852,Miromind
o6853,Mirpur University of Science and Technology
o6854,Misericordia Hospital
o6855,Mishcon de Reya LLP
o6856,Misinformation Monitor
o6857,Mississippi State University
o6858,Missouri State University
o6859,Missouri University of Science and Technology
o6860,Mistral AI
o6861,Mitsubishi
o6862,Mittweida University of Applied Sciences
o6863,Mixedbread AI
o6864,Mizuho Bank Ltd.
o6865,Mizuho Research Technologies Ltd.
o6866,"Mizuho Securities Co., Ltd."
o6867,Mobidys
o6868,Mobile Brain
o6869,Mobile Drive Technology
o6870,Mobile TeleSystems
o6871,MobileDrive Technology
o6872,Mobiliar Lab
o6873,Mobvoi
o6874,Mobvoi Inc.
o6875,Mod9 Technologies
o6876,Modality AI Inc.
o6877,Model Technology Company
o6878,ModelBest
o6879,ModelBest Inc
o6880,ModelFarm AI
o6881,ModelGPT
o6882,ModelTC
o6883,Modelyst
o6884,Modern College of Engineering
o6885,Modern Education Society
o6886,Modibbo Adama University
o6887,ModuLabs
o6888,Modul Technology GmbH
o6889,Modulai
o6890,Modularium Research
o6891,Modulate AI
o6892,Modulo Research
o6893,Modulos AG
o6894,Moffett AI
o6895,Moffett Artificial Intelligence
o6896,Moffitt Cancer Center
o6897,Moffitt Cancer Center and Research Institute
o6898,Moh Office for Healthcare Transformation
o6899,Mohamed VI Polytechnic University (UM6P)
o6900,Mohammad Ali Jinnah University
o6901,Mohammed Bin Zayed University of Artificial Intelligence
o6902,Mohammed V University
o6903,Mohammed V University in Rabat
o6904,Mohammed VI Polytechnic University
o6905,Mohammed VI Polytechnic University (UM6P)
o6906,Mohh Holdings Singapore Private Limited
o6907,Mokwon University
o6908,Moldova State University
o6909,Moloco
o6910,Momentive
o6911,Moments Lab
o6912,Monark Health
o6913,Monash University
o6914,Mondaq Ltd
o6915,Mondeca
o6916,Mondragon University
o6917,MonetDB Solutions
o6918,Money Bank
o6919,Money Forward Inc.
o6920,Mongolian University of Science and Technology
o6921,Monroe Township High School
o6922,Monta AI
o6923,Montana State University
o6924,Montanarius Ltd
o6925,Montclair State University
o6926,Montera Inc
o6927,Montreal Institute for Learning Algorithms
o6928,Montreal Institute of Learning Algorithms
o6929,Montreal Neurological Institute and Hospital
o6930,Montreal University of Quebec at Brome
o6931,Montréal Institute for Learning Algorithms
o6932,Moody's Analytics
o6933,Mooncast
o6934,Moonfire Ventures
o6935,Moonshot
o6936,Moore Threads
o6937,Moorfields Eye Hospital
o6938,Moqi Inc
o6939,Moreh Inc.
o6940,Morehouse School of Medicine
o6941,Morgan Stanley
o6942,Morgan State University
o6943,Morphl
o6944,MosaicML
o6945,Moscow Automobile and Road Engineering State Technical University (MADI)
o6946,Moscow Institute of Physics and Technology
o6947,Moscow Institute of Physics and Technology State University
o6948,Moscow Polytechnic University
o6949,Moscow State Linguistic University
o6950,Moscow State University
o6951,Motional AD LLC
o6952,Motus ML
o6953,Moulay Ismail University
o6954,Mount Carmel High School
o6955,Mount Holyoke College
o6956,Mount Sinai
o6957,Mount Sinai Beth Israel
o6958,Mount Sinai Health System
o6959,Mount Sinai Hospital
o6960,Mount Sinai Medical Center
o6961,Mountain View High School
o6962,Moutai Institute
o6963,Move Digital AG
o6964,MoveWorks
o6965,Movian AI
o6966,Mozaik Education
o6967,Mozilla
o6968,Mozilla Foundation
o6969,Msensis S.A.
o6970,Mugla Sitki Kocman University
o6971,Mukesh Patel School of Technology Management and Engineering
o6972,Mullard Space Science Laboratory
o6973,Multext-East
o6974,Multi-Channel Audio
o6975,Multidisciplinary University of Technology and Innovation
o6976,Multimedia Communications Laboratory
o6977,Multimedia University
o6978,Multimodal Art Projection Research Community
o6979,Multimodal Digital Media Analysis Lab
o6980,Multimodal Medical Code Tokenizer
o6981,Multimodal Research Institute
o6982,Multimodal Social Agent
o6983,Multitel
o6984,MultiversX
o6985,Munich Center of Machine Learning
o6986,Munich Centre for Machine Learning
o6987,Munich Reinsurance Company
o6988,Munich University of Applied Sciences
o6989,Munster Technological University
o6990,Murdoch Children's Research Institute
o6991,Murdoch University
o6992,Muroran Institute of Technology
o6993,Murray State University
o6994,Music X Lab
o6995,Musixmatch
o6996,Musketeers Foundation
o6997,Mutagrep
o6998,Mutah University
o6999,Muzhai University
o7000,Muğla Sıtkı Kocman University
o7001,Muğla Sıtkı Koçman University
o7002,MyAutoBio Inc.
o7003,MyBank
o7004,MyLab
o7005,MyTomorrows
o7006,Mymensingh Engineering College
o7007,Myntra
o7008,Myntra Designs Pvt. Ltd.
o7009,Myre Laboratories
o7010,Mysten Labs
o7011,Mälardalen University
o7012,Médialab
o7013,N Grams Biocomplexity Institute
o7014,N-Grams
o7015,NASA
o7016,NATO Communications and Information Agency (NCI Agency)
o7017,NAVTECA
o7018,NCS Group
o7019,NCSoft
o7020,NCSoft Corporation
o7021,NEC Corporation
o7022,NEC Laboratories America
o7023,"NEC Laboratories America, Inc."
o7024,NEC Laboratories Europe
o7025,NEC Laboratories Europe GmbH
o7026,NHK Japan Broadcasting Corporation
o7027,NHK Science & Technology Research Laboratories
o7028,NHK Science and Technology Research Laboratories
o7029,NHN Corporation
o7030,"NIO Co., Ltd."
o7031,NIO Inc.
o7032,NLP Lab
o7033,NLP2CT Lab
o7034,NMIMS University
o7035,NNAISENSE
o7036,NOWA Lab
o7037,"NRI Co., Ltd."
o7038,NRS Technology
o7039,NTR Labs
o7040,NTT
o7041,NTT Communication Science Laboratories
o7042,NTT DOCOMO
o7043,NTT Data
o7044,NTT Inc.
o7045,NTT Research Inc.
o7046,"NTT Research, Inc."
o7047,NTT Resonant Inc.
o7048,NVIDIA
o7049,NVIDIA Corporation
o7050,NVIDIA Inc.
o7051,NXAI GmbH
o7052,NXP Semiconductors
o7053,NYU Langone Health
o7054,NYU Langone Medical Center
o7055,Nablas Inc.
o7056,Nagaoka University of Technology
o7057,Nagoya Institute of Technology
o7058,Nagoya University
o7059,Nakamoto
o7060,Namangan State University
o7061,Nanchang Hangkong University
o7062,Nanchang University
o7063,Nanhu Laboratory
o7064,Nanjing Agricultural University
o7065,Nanjing Audit University
o7066,"Nanjing Fenghuo Tiandi Communication Technology Co., Ltd."
o7067,Nanjing Institute of Information Technology
o7068,Nanjing Institute of Software Technology
o7069,"Nanjing Longyuan Information Technology Co., Ltd."
o7070,Nanjing Medical University
o7071,Nanjing Normal University
o7072,Nanjing Power Supply Bureau
o7073,Nanjing Southeast University
o7074,Nanjing University
o7075,Nanjing University of Aeronautics and Astronautics
o7076,Nanjing University of Chinese Medicine
o7077,Nanjing University of Finance and Economics
o7078,Nanjing University of Information Science and Technology
o7079,Nanjing University of Posts and Telecommunications
o7080,Nanjing University of Science and Technology
o7081,Nankai University
o7082,Nantes University
o7083,Nantong University
o7084,Nanyang Normal University
o7085,Nanyang Technological University
o7086,Nanyang Technological University (NTU)
o7087,Nanyang Technological University (NTU) and University of British Columbia (UBC)
o7088,Nara Institute of Science and Technology
o7089,Nara Women's University
o7090,Narrativa
o7091,Narrative Bi
o7092,Naseej
o7093,Naspers Group
o7094,NatWest Group
o7095,Natera
o7096,National Academic and Scientific Computing Center
o7097,National Academy of Intelligence
o7098,"National Academy of Legal Studies and Research (NALSAR) University of Law, Hyderabad"
o7099,National Academy of Sciences of Korea (NASK)
o7100,National Academy of Sciences of Ukraine
o7101,"National Academy of Sciences, Institute of Automation"
o7102,National Aeronautics and Space Administration
o7103,National Aerospace University
o7104,National Agriculture and Food Research Organization
o7105,National Applied Research Laboratories
o7106,National Archives Administration of China
o7107,National Association of Young People Who Stutter
o7108,National Autonomous University of Mexico
o7109,National Autonomous University of Mexico (UNAM)
o7110,National Biomarker Centre
o7111,National Biomedical Imaging Center
o7112,National Bioscience Database Center
o7113,National Board of Medical Examiners
o7114,National Bureau of Economic Research
o7115,National Cancer Institute
o7116,National Center for AI
o7117,National Center for Artificial Intelligence
o7118,National Center for Biotechnology Information
o7119,National Center for Biotechnology Research
o7120,National Center for Computational Sciences
o7121,National Center for Human Factors in Healthcare
o7122,National Center for Mathematics and Interdisciplinary Sciences
o7123,National Center for Mental Disorders
o7124,National Center for Nanoscience and Technology
o7125,National Center for Remote Sensing
o7126,National Center for Scientific Research
o7127,National Center for State Courts
o7128,National Center for Supercomputing Applications
o7129,National Center for Text Mining
o7130,National Center for Tumor Diseases
o7131,National Center for University Entrance Examinations
o7132,National Center of AI
o7133,National Center on Homelessness Among Veterans
o7134,National Central University
o7135,National Centre for Healthcare Research and Pharmacoepidemiology
o7136,National Centre for Scientific Research (CNRS)
o7137,National Centre for Scientific Research (NCSR) Demokritos
o7138,National Centre for Scientific Research Demokritos
o7139,National Centre for Text Mining
o7140,National Cerebral and Cardiovascular Center
o7141,National Cheng Kung University
o7142,National Chengchi University
o7143,National Chiao Tung University
o7144,National Chung Hsing University
o7145,National Clinical Research Center for Chinese Medicine Acupuncture and Moxibustion
o7146,National Clinical Research Center for Eye Diseases
o7147,National Clinical Research Center for Mental Disorders
o7148,National College of Ireland
o7149,National Computer Forensics Institute
o7150,National Computer Network Emergency Response Technical Team / Coordination Center of China
o7151,National Computer Network Emergency Response Technical Team/Coordination Center of China
o7152,National Computer System Engineering Research Institute of China
o7153,National Council of Science and Technology (CONACYT)
o7154,National Council of Women Leaders
o7155,National Council on Measurement in Education
o7156,National Cyber Security Division (NCS)
o7157,National Cybersecurity Research and Development Laboratory
o7158,National Day School
o7159,National Digital Switching System Engineering and Technological Research and Development Center
o7160,National Distance Education University (UNED)
o7161,National Economics University
o7162,National Electronics and Computer Technology Center
o7163,National Electronics and Computer Technology Center (NECTEC)
o7164,National Energy Software Alliance
o7165,National Energy University
o7166,National Engineering Lab for Big Data Analytics
o7167,National Engineering Laboratory
o7168,National Engineering Laboratory for Big Data Analytics
o7169,National Engineering Laboratory for Big Data System Computing Technology
o7170,National Engineering Laboratory for Brain-Inspired Intelligence Technology and Application
o7171,National Engineering Laboratory for Deep Learning Technology and Applications
o7172,National Engineering Laboratory for Integrated Aero Space Ground Ocean Big Data Application Technology
o7173,National Engineering Laboratory for Risk Perception and Prevention
o7174,National Engineering Laboratory for Speech and Language Information Processing
o7175,National Engineering Laboratory of Deep Learning Technology and Application
o7176,National Engineering Research Center
o7177,National Engineering Research Center for Big Data Technology and System
o7178,National Engineering Research Center for Computer Software
o7179,National Engineering Research Center of Educational Big Data
o7180,National Engineering University of Bolivia
o7181,National Engineering University of Bolivia (Universidad Nacional de Ingeniería de Bolivia)
o7182,National Environmental Engineering Research Institute
o7183,National Eye Institute
o7184,National Financial Cryptography Research Center
o7185,National Forensic Sciences University
o7186,National Frontiers Science Center
o7187,National Genius Center
o7188,National Geographic Society
o7189,National Geriatric Hospital
o7190,National Health Data Institute
o7191,National Health Research Institutes
o7192,National Health Service
o7193,National Health Service England
o7194,National Hellenic Research Foundation
o7195,National Higher School of Advanced Techniques (ENSTA)
o7196,National Hospital Organization
o7197,National Hospital for Neurology and Neurosurgery
o7198,National ICT Australia
o7199,National Imaging Facility
o7200,National Industry Education Platform
o7201,National Informatics Centre
o7202,National Information Processing Institute
o7203,National Information Society Agency
o7204,National Information Technology Development Agency
o7205,National Institute for Academic Degrees and University Evaluation
o7206,National Institute for Data Science in Health and Medicine
o7207,National Institute for Health Innovation
o7208,National Institute for Health Research
o7209,National Institute for Health and Care Research
o7210,National Institute for Japanese Language and Linguistics
o7211,National Institute for Materials Science
o7212,National Institute for Mathematical Sciences
o7213,National Institute for Research and Development in Biological Sciences
o7214,National Institute for Science Communication
o7215,National Institute for Space Research (INPE)
o7216,National Institute for Subatomic Physics
o7217,National Institute for Theoretical and Computational Sciences
o7218,National Institute of Advanced Industrial Science and Technology
o7219,National Institute of Advanced Industrial Science and Technology (AIST)
o7220,National Institute of Advanced Manufacturing and Technology
o7221,National Institute of Advanced Study
o7222,National Institute of Allergy and Infectious Diseases
o7223,National Institute of Applied Sciences of Rouen (INSA Rouen)
o7224,National Institute of Applied Sciences of Toulouse (INSA Toulouse)
o7225,"National Institute of Astrophysics, Optics and Electronics"
o7226,National Institute of Communication and Technology
o7227,National Institute of Diabetes and Digestive and Kidney Diseases
o7228,National Institute of Electronics and Information Technology
o7229,National Institute of Environmental Health Sciences (NIEHS)
o7230,National Institute of Health Data Science
o7231,National Institute of Healthcare Data Science
o7232,National Institute of Information and Communications Technology
o7233,National Institute of Japanese Literature
o7234,National Institute of Korean Language
o7235,National Institute of Mental Health
o7236,National Institute of Mental Health and Neuro Sciences
o7237,National Institute of Neurological Disorders and Stroke
o7238,National Institute of Posts and Telecommunications
o7239,National Institute of Science Education and Research
o7240,National Institute of Science and Technology for Complex Systems
o7241,National Institute of Standards and Technology
o7242,National Institute of Technical Teachers Training and Research
o7243,"National Institute of Technical Teachers' Training and Research, Bhopal"
o7244,"National Institute of Technical Teachers' Training and Research, Chandigarh"
o7245,National Institute of Technology
o7246,National Institute of Technology Agartala
o7247,National Institute of Technology Calicut
o7248,National Institute of Technology Durgapur
o7249,National Institute of Technology Karnataka
o7250,National Institute of Technology Kurukshetra
o7251,National Institute of Technology Manipur
o7252,National Institute of Technology Meghalaya
o7253,National Institute of Technology Patna
o7254,National Institute of Technology Rourkela
o7255,National Institute of Technology Silchar
o7256,National Institute of Technology Srinagar
o7257,National Institute of Technology Tiruchirappalli
o7258,National Institute of Technology Trichy
o7259,National Institute of Technology Warangal
o7260,"National Institute of Technology, Ibaraki College"
o7261,"National Institute of Technology, Kisarazu College"
o7262,"National Institute of Technology, Tiruchirappalli"
o7263,National Institute of Textile Engineering and Research
o7264,National Institute on Drug Abuse
o7265,National Institutes for Quantum Science and Technology
o7266,National Institutes of Health
o7267,National Intelligence University
o7268,National Inter-University Consortium for Telecommunications
o7269,National Kaohsiung Normal University
o7270,National Key Laboratory
o7271,National Key Laboratory for Multimedia Information Processing
o7272,National Key Laboratory for Novel Software Technology
o7273,National Key Laboratory of Air Traffic Control Automation System Technology
o7274,National Key Laboratory of Cognitive Neuroscience and Learning
o7275,National Key Laboratory of Fundamental Science on Synthetic Vision
o7276,National Key Laboratory of General AI
o7277,National Key Laboratory of General Artificial Intelligence
o7278,National Key Laboratory of General Artificial Intelligence (BIGAI)
o7279,National Key Laboratory of Human-Machine Hybrid Augmented Intelligence
o7280,National Key Laboratory of Information Systems Engineering
o7281,National Key Laboratory of Multimedia Information Processing
o7282,National Key Laboratory of Parallel and Distributed Computing
o7283,National Key Laboratory of Parallel and Distributed Processing
o7284,National Key Laboratory of Space Integrated Information System
o7285,National Laboratory Astana
o7286,National Laboratory for Artificial Intelligence
o7287,National Laboratory for Health Security
o7288,National Laboratory for Information Science and Technology
o7289,National Laboratory for Integrated Networked/Embedded Systems (LINCS)
o7290,National Laboratory for Integrated Networked/Embedded Systems Technology (LINCS)
o7291,National Laboratory for Pattern Recognition
o7292,National Laboratory for Pattern Recognition (NLPR)
o7293,National Laboratory of Artificial Intelligence
o7294,National Laboratory of Pattern Recognition
o7295,National Laboratory of Radar Signal Processing
o7296,National Language Resource Monitoring Research Center
o7297,National Language Resource and Monitoring Research Center
o7298,National Language Resources Monitoring and Research Center
o7299,National Language Resources Monitoring and Research Center for Network Media
o7300,National Library of Finland
o7301,National Library of Luxembourg
o7302,National Library of Medicine
o7303,National Library of Norway
o7304,National Library of Sweden
o7305,National Local Joint Engineering Research Center
o7306,National Meteorological and Environmental Earth Observation Organization
o7307,National Mobile Communications Research Laboratory
o7308,National Moroccan Computer Emergency and Response Team (MaCERT)
o7309,National Natural Science Foundation of China
o7310,National Oceanic and Atmospheric Administration
o7311,National Oceanic and Atmospheric Administration (NOAA)
o7312,National Physical Laboratory
o7313,National Pingtung University
o7314,National Polytechnic Institute
o7315,National Polytechnic Institute (IPN)
o7316,National Polytechnic Institute (Instituto Politécnico Nacional)
o7317,National Polytechnic Institute of Mexico
o7318,National Polytechnic School of Algiers
o7319,National Press and Publication Administration
o7320,National Province Ministry
o7321,National Radio and Television Administration
o7322,National Renewable Energy Laboratory
o7323,National Research Center for Applied Cybersecurity
o7324,National Research Centre
o7325,National Research Centre Kurchatov Institute
o7326,National Research Council
o7327,National Research Council (CNR)
o7328,National Research Council Canada
o7329,National Research Council Canada (NRC)
o7330,National Research Council of Canada
o7331,National Research Council of Canada (NRC)
o7332,National Research Council of Italy
o7333,National Research Engineering Center for E-Learning
o7334,National Research Foundation
o7335,National Research Foundation of Korea
o7336,National Research Foundation of Ukraine
o7337,National Research Fund of Luxembourg (FNR)
o7338,National Research Institute
o7339,National Research Institute for Teaching Materials in Information Science and Technology
o7340,National Research Nuclear University MEPhI
o7341,National Research University Higher School of Economics
o7342,National Research and Innovation Agency
o7343,National School of Applied Sciences of Rabat (Ecole Nationale Supérieure des Mines de Rabat)
o7344,National Science Foundation
o7345,National Science Foundation (NSF)
o7346,National Science Library
o7347,National Science and Technology Development Agency (NSTDA)
o7348,National Science and Technology Infrastructure
o7349,National Scientific and Technical Research Council
o7350,National Sun Yat-sen University
o7351,National Supercomputer Center in Jinan
o7352,National Supercomputer Center in Tianjin
o7353,National Supercomputing Center in Shenzhen
o7354,National Supercomputing Center in Shenzhen (NSCS)
o7355,National Taipei University
o7356,National Technology Innovation Center
o7357,National Textile University
o7358,National United University
o7359,National University
o7360,National University Health System
o7361,National University of Altiplano Puno
o7362,National University of Colombia
o7363,National University of Computer and Emerging Sciences
o7364,National University of Computer and Emerging Sciences (FAST-NUCES)
o7365,National University of Computing and Emerging Sciences
o7366,National University of Cuyo
o7367,National University of Defense Technology
o7368,National University of Ireland
o7369,National University of Itapúa
o7370,National University of Kaohsiung
o7371,National University of Kyiv-Mohyla Academy
o7372,National University of La Plata
o7373,National University of Modern Languages
o7374,National University of Mongolia
o7375,National University of Moquegua
o7376,National University of Quilmes
o7377,National University of San Luis
o7378,National University of Science and Technology
